agency_name,agency_type,sworn_active_persnl,hq_addr1,hq_addr2,hq_city,hq_state,hq_zip,addr1,addr2,po_box,city,state,county,zip,hq_ph,hq_fax,org_type,website,fips
City of Greer Fire Department,Career,42,103 W Poinsett ST, ,Greer,SC,29650-1940,103 W Poinsett ST, , ,Greer,SC,Greenville,29650-1940,864-848-2166,864-801-2038,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.cityofgreer.org/163/About-Us, 
City of Harahan Fire Department,Career,17,1115 Hickory AVE, ,Harahan,LA,70123-2105,1115 Hickory AVE, , ,Harahan,LA,Jefferson,70123-2105,504-737-9957,504-737-6002,"Local (includes career, combination, and volunteer fire departments and fire districts)", , 
City of Horseshoe Bay Fire Department,Career,26,1 Community DR, ,Horseshoe Bay,TX,78657-0010,1 Community DR, , ,Horseshoe Bay,TX,Llano,78657-0010,830-598-6953, ,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://horseshoe-bay-tx.gov/, 
City of Isle of Palms Fire Department,Career,33,30 J C Long BLVD, ,Isle of Palms,SC,29451, , ,PO Box 508,Isle of Palms,SC,Charleston,29451-0508,843-886-4410,843-886-0097,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.iop.net/fire, 
City of Knoxville Fire Department,Career,327,900 E Hill AVE STE 430, ,Knoxville,TN,37915-2570,900 E Hill AVE STE 430, , ,Knoxville,TN,Knox,37915-2570,865-595-4480,865-595-4482,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofknoxville.org/, 
City of Loudon Fire Department,Career,40,100 Cedar ST, ,Loudon,TN,37774-1454,100 Cedar ST, , ,Loudon,TN,Loudon,37774-1454,865-408-0408,865-408-0421,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://loudonfd.org/, 
City of Lufkin Fire Department,Career,79,111 S 3RD ST, ,Lufkin,TX,75901-3043,111 S 3RD ST, , ,Lufkin,TX,Angelina,75901-3043,936-633-0376,936-633-0368,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://cityoflufkin.com/fd/index.htm, 
City of Maricopa Fire Department,Career,57,44624 W Garvey AVE, ,Maricopa,AZ,85139,39700 W Civic Center PLZ, , ,Maricopa,AZ,Pinal,85138-3501,520-568-3333,520-568-1415,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.maricopa-az.gov/, 
City of Morristown Fire Department,Career,84,625 S Jackson ST, ,Morristown,TN,37813, , ,PO Box 1499,Morristown,TN,Hamblen,37816-1499,423-585-4651,423-585-4362,"Local (includes career, combination, and volunteer fire departments and fire districts)", , 
City of Murfreesboro Fire Rescue Department (MFRD),Career,233,220 NW Broad ST, ,Murfreesboro,TN,37130-3512,220 NW Broad ST, , ,Murfreesboro,TN,Rutherford,37130-3512,615-893-1422,615-848-3201,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.murfreesborotn.gov/, 
City of Nogales Fire Department,Career,47,777 N Grand AVE, ,Nogales,AZ,85621,777 N Grand AVE,2751 N Grand AVE, ,Nogales,AZ,Santa Cruz,85621,520-287-6548,520-287-8341,"Local (includes career, combination, and volunteer fire departments and fire districts)", , 
City of Oak Ridge Fire Department,Career,70,200 S Tulane AVE, ,Oak Ridge,TN,37830, , ,PO Box 1,Oak Ridge,TN,Anderson,37831-0001,865-425-3520,865-425-3428,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.oakridgetn.gov/department/FireDept/Home, 
City of Palestine Fire Department,Career,35,504 N Queen ST, ,Palestine,TX,75801-2733,504 N Queen ST, , ,Palestine,TX,Anderson,75801-2733,903-731-8463, ,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.cityofpalestinetx.com/, 
City of Paris Fire Department,Career,51,135 SE 1ST ST, ,Paris,TX,75460, , ,PO Box 9037,Paris,TX,Lamar,75461-9037,903-784-9225,903-785-8519,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://paristxfire.org/, 
City of Pineville Fire Department,Career,51,908 College DR, ,Pineville,LA,71360-6502,908 College DR, , ,Pineville,LA,Rapides,71360-6502,318-449-5665,318-449-5664,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.pineville.net/department/?fDD=8-0, 
City of Scottsdale Fire Department,Career,246,8401 E Indian School RD, ,Scottsdale,AZ,85251-2855,8401 E Indian School RD, , ,Scottsdale,AZ,Maricopa,85251-2855,480-312-8000,480-312-1887,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.scottsdaleaz.gov/fire, 
City of Sweetwater Fire Department,Career,27,900 E Broadway AVE, ,Sweetwater,TX,79556, , ,PO Box 450,Sweetwater,TX,Nolan,79556-0450,325-235-4304,325-933-6578,"Local (includes career, combination, and volunteer fire departments and fire districts)", , 
City of Taylor Fire Department,Career,27,304 E 3RD ST, ,Taylor,TX,76574,304 E 3RD ST, , ,Taylor,TX,Williamson,76574-3601,512-352-6992,512-365-1339,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.ci.taylor.tx.us/1031/Fire, 
City of Tempe Fire Department,Career,168,1400 E Apache BLVD, ,Tempe,AZ,85280, , ,PO Box 5002,Tempe,AZ,Maricopa,85280-5002,480-858-7200,480-858-7214,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.tempe.gov/fire/, 
City of Terrell Fire Department,Career,33,201 E Nash ST, ,Terrell,TX,75160, , ,PO Box 310,Terrell,TX,Kaufman,75160-0006,972-551-6651,972-551-6632,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofterrell.org/services/fire-department/, 
City of Terrell Hills Fire Department,Career,16,5100 N New Bruanfels AVE, ,San Antonio,TX,78209-5822,5100 N New Bruanfels AVE, , ,San Antonio,TX,Bexar,78209-5822,210-824-7401,210-822-2297,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.terrell-hills.com/departments/fire-ems, 
"City of Texarkana, Texas, Fire Department",Career,78,919 Elm ST, ,Texarkana,TX,75501, , ,PO Box 1967,Texarkana,TX,Bowie,75504-1967,903-798-3994,903-793-4731,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.ci.texarkana.tx.us/137/Fire-Department, 
City of White House Fire Department,Career,21,120 Business Park DR, ,White House,TN,37188-5257,120 Business Park DR, , ,White House,TN,Robertson,37188-5257,615-672-5338,615-672-4106,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://cityofwhitehouse.com/, 
City of Winston-Salem Fire Department,Career,377,651 N Marshall ST, ,Winston Salem,NC,27101,725 N Cherry ST STE 314, , ,Winston Salem,NC,Forsyth,27101-1418,336-773-7900,336-773-7974,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofws.org/176/Fire-Department, 
Clarksville Fire Rescue,Career,235,802 Main ST, ,Clarksville,TN,37040-3359,802 Main ST, , ,Clarksville,TN,Montgomery,37040-3359,931-645-7456,931-647-5945,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.clarksvillefirerescue.org/, 
Clayton Fire Department,Career,54,325 W Horne ST, ,Clayton,NC,27520, , ,PO Box 879,Clayton,NC,Johnston,27528-0879,919-553-1520,919-553-1544,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.townofclaytonnc.org/, 
Cleburne Fire Department,Career,63,114 W Wardville ST, ,Cleburne,TX,76033, , ,PO Box 677,Cleburne,TX,Johnson,76033-0677,817-645-0964,817-645-0967,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.cleburne.net/, 
Cleveland Fire Department,Career,106,555 S Ocoee ST, ,Cleveland,TN,37311, , ,PO Box 1519,Cleveland,TN,Bradley,37364-1519,423-476-6713,423-472-9169,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://clevelandtn.gov/, 
Cocke County Fire Department,Career,16,120 Fairground CIR, ,Newport,TN,37821-7422,120 Fairground CIR, , ,Newport,TN,Cocke,37821-7422,423-623-4444,423-613-8085,"Local (includes career, combination, and volunteer fire departments and fire districts)", , 
College Station Fire Department,Career,154,300 Krenek Tap RD, ,College Station,TX,77840-5023,300 Krenek Tap RD, , ,College Station,TX,Brazos,77840-5023,979-764-3708,979-764-3403,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://cstx.gov/index.aspx?page=285, 
Colleyville Fire Department,Career,41,5209 Colleyville BLVD, ,Colleyville,TX,76034-5830,5209 Colleyville BLVD, , ,Colleyville,TX,Tarrant,76034-5830,817-503-1400,817-503-1430,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.colleyville.com/fire.html, 
Collierville Fire & Rescue,Career,67,1251 Peterson Lake RD, ,Collierville,TN,38017,500 Poplar View PKWY, , ,Collierville,TN,Shelby,38017-3440,901-457-2400,901-457-2492,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.colliervillefd.org/Home, 
Columbia Fire & Rescue,Career,92,1000 S Garden ST, ,Columbia,TN,38401-3255,1000 S Garden ST, , ,Columbia,TN,Maury,38401-3255,931-560-1700,931-560-1711,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.columbiatn.com/, 
Columbia Metropolitan Airport Public Safety,Career,18,2903 Aviation WAY, ,West Columbia,SC,29170-2102,2903 Aviation WAY, , ,West Columbia,SC,Lexington,29170-2102,803-822-5030,803-822-1759,State government (includes state forest fire agencies and state institution fire departments),https://columbiaairport.com/, 
Concord Fire Department,Career,288,100 Warren C Coleman BLVD N, ,Concord,NC,28027, , ,PO Box 100 Warren C Coleman BLVD N,Concord,NC,Cabarrus,28027-6786,704-920-5516,704-782-3488,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://concordnc.gov/Departments/Fire, 
Conroe Fire Department,Career,131,300 W Davis ST, ,Conroe,TX,77305, , ,PO Box 3066,Conroe,TX,Montgomery,77305-3066,936-522-3080,936-522-3079,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.cityofconroe.org/, 
Cookeville Fire Department,Career,57,45 E Broad ST, ,Cookeville,TN,38501-3209,45 E Broad ST, , ,Cookeville,TN,Putnam,38501-3209,931-520-5255,931-520-5399,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cookeville-tn.org/fire/, 
Coppell Fire Department,Career,96,265 E Parkway BLVD,2nd Floor,Coppell,TX,75019,265 Parkway BLVD,2nd Floor, ,Coppell,TX,Dallas,75019-6675,972-304-3512,972-745-4517,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://tx-coppell.civicplus.com/178/Fire-Department, 
Corona de Tucson Fire Department,Career,20,99 E Tallahassee DR, ,Corona,AZ,85641-2310,99 E Tallahassee DR, , ,Corona,AZ,Pima,85641-2310,520-762-5007,520-762-5992,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.coronafire.org/, 
Corpus Christi Fire Department,Career,414,2406 Leopard ST STE 300, ,Corpus Christi,TX,78408-3719,2406 Leopard ST STE 300, , ,Corpus Christi,TX,Nueces,78408-3719,361-826-3935,361-887-8053,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cctexas.com/fire, 
Corsicana Fire Department,Career,67,2975 Drane RD, ,Corsicana,TX,75110,200 N 12TH ST, , ,Corsicana,TX,Navarro,75110-4616,903-654-4956,903-874-6167,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofcorsicana.com/317/Fire, 
Crowley Fire Department,Career,31,201 E Main ST, ,Crowley,TX,76036-2649,201 E Main ST, , ,Crowley,TX,Tarrant,76036-2649,817-297-1638, ,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.ci.crowley.tx.us/86/Fire-Department, 
Cumberland Fire Department,Career,54,20 Bedford ST, ,Cumberland,MD,21502-2303,20 Bedford ST, , ,Cumberland,MD,Allegany,21502-2303,301-759-6485,301-759-6494,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.ci.cumberland.md.us/, 
Daisy Mountain Fire District,Career,150,41018 N Daisy Mountain DR, ,Anthem,AZ,85086-4615,41018 N Daisy Mountain DR, , ,Anthem,AZ,Maricopa,85086-4615,623-465-7400,623-465-7632,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.daisymountainfire.org, 
Dallas Fire Department,Career,1950,"1500 Marilla Street, 7AS", ,Dallas,TX,75201-6390,"1500 Marilla St., 7AS", , ,Dallas,TX,Dallas,75201-6390,214-670-4610,214-670-4564,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://dallasfirerescue.com/, 
Dallas Fort Worth International Airport Fire Services,Career,170,2900 E 28th ST,PO Box 610687,DFW Airport,TX,75261-0687, , ,PO Box 610687,DFW Airport,TX,Dallas,75261-0687,972-574-5560,972-574-8601,Regional/metropolitan transportation authority or airport fire department,https://www.dfwairport.com/, 
Del Rio Fire Department,Career,72,401 E Losoya ST, ,Del Rio,TX,78840-5133,401 E Losoya ST, , ,Del Rio,TX,Val Verde,78840-5133,830-774-8650,830-774-8788,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofdelrio.com/432/Fire-Department, 
Denham Springs Fire Department,Career,29,930 Government ST, ,Denham Springs,LA,70726-3633, , ,PO Box 1053,Denham Springs,LA,Livingston,70727-1053,225-667-8345, ,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofdenhamsprings.com/fire-dept.html, 
Denison Fire Department,Career,57,700 W Chestnut ST, ,Denison,TX,75020-3208,700 W Chestnut ST, , ,Denison,TX,Grayson,75020-3208,903-464-4427,903-465-3806,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofdenison.com/, 
Denton Fire Department,Career,187,332 E Hickory ST, ,Denton,TX,76201-4272,332 E Hickory ST, , ,Denton,TX,Denton,76201-4272,940-349-8840,940-349-8841,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofdenton.com/en-us/government/departments/denton-fire-rescue, 
"Department of Public Safety, Fire & Emergency Services",Career,66,21936 Bundy RD,"Unit NASPS, Naval Air Station",Patuxent River,MD,20670,21936 Bundy RD,"Unit NASPS, Naval Air Station", ,Patuxent River,MD,Saint Marys,20670,301-757-4680,301-757-3221,Federal government (Department of Defense fire department),https://nas.nawcad.navy.mil/firedepartment/, 
DeRidder Fire Department,Career,19,200 S Jefferson ST, ,DeRidder,LA,70634,200 S Jefferson ST, , ,DeRidder,LA,Beauregard,70634-5089,337-462-8929,337-462-5230,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofderidder.org/172/Fire-Department, 
DeSoto Fire Rescue,Career,67,211 E Pleasant Run RD, ,DeSoto,TX,75115,211 E Pleasant Run RD, , ,DeSoto,TX,Dallas,75115-3939,972-230-9680,972-230-5817,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.ci.desoto.tx.us/24/Fire-Rescue, 
Dickson Fire Department,Career,42,101 Church ST, ,Dickson,TN,37055,101 Church ST, , ,Dickson,TN,Dickson,37055-1825,615-446-6331, ,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofdickson.com/, 
Donaldson Center Fire Department,Career,20,2291 Perimeter RD, ,Greenville,SC,29605-5280,2291 Perimeter RD, , ,Greenville,SC,Greenville,29605-5280,864-277-1429,864-277-0110,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.donaldsoncenterfd.com/, 
Douglas Fire Department,Career,25,1400 E 10TH ST, ,Douglas,AZ,85607,1400 E 10TH ST, , ,Douglas,AZ,Cochise,85607-2308,520-364-2481,520-805-4050,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.douglasaz.gov, 
Drexel Heights Fire District,Career,87,5950 S Cardinal AVE, ,Tucson,AZ,85746-3710,5950 S Cardinal AVE, , ,Tucson,AZ,Pima,85746-3710,520-571-8700,520-883-3314,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.drexelfire.org/, 
Duncanville Fire Department,Career,52,1530 S Main ST, ,Duncanville,TX,75137, , ,PO Box 380280,Duncanville,TX,Dallas,75138-0280,972-780-4920,972-780-4928,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.duncanville.com/departments/fire/, 
Durham Fire Department,Career,338,2008 E Club BLVD, ,Durham,NC,27704-3414,2008 E Club BLVD, , ,Durham,NC,Durham,27704-3414,919-560-4242,919-560-4256,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://durhamnc.gov/620/Fire-Department, 
